id,X,Y,ELEVATION,NAME,FNAME,STATION_TYP,T,SRA,SCE,SCEa,SSV,P,F,RGLB
O1SKRTTT,17.151505,49.999157,876,Skřítek,"Skřítek, Sobotín, Rudoltice",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
O1SUDI01,18.0736,50.0319,217,Sudice,Sudice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1SVET01,17.4011,50.0331,593,Světlá Hora,Světlá Hora,AKS1,T,SRA,NA,SCEa,SSV,NA,F,NA
O1TEHR01,18.531667,49.735278,356,Těrlicko,"Těrlicko, Hradiště",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1TYRA01,18.6494,49.6258,500,Tyra,Tyra,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1UHNV01,16.984708,50.332069,615,Uhelná,"Uhelná, Nové Vilémovice",AKS4,T,SRA,NA,NA,NA,NA,NA,NA
O1VEKR01,17.179638,50.370798,235,Velká Kraš,Velká Kraš,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1VIDL01,17.2717,50.1056,774,Vidly,Vidly,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O1VIDN01,17.1917,50.37794,228,Vidnava,Vidnava,AKS4,T,SRA,SCE,NA,NA,NA,NA,NA
O1VITK01,17.757308,49.778037,491,Vítkov,Vítkov,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
O1ZARY01,17.560556,50.154167,498,Město Albrechtice,"Město Albrechtice, Žáry",AKS4,T,SRA,NA,SCEa,NA,NA,NA,NA
O1ZLHO01,17.3926,50.252778,444,Zlaté Hory,Zlaté Hory,AKS4,T,SRA,NA,SCEa,NA,NA,NA,NA
O1ZLHR01,17.3926,50.263,407,Zlaté Hory,Zlaté Hory,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O2BEZD01,16.7567,49.7,315,Moravská Třebová,"Moravská Třebová, Bezděčí, Unerázka",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O2BRAN01,17.0129,50.1324,548,Branná,"Branná, Františkov",ASS,NA,SRA,SCE,SCEa,NA,NA,NA,NA
O2CERO01,16.7394,50.0453,535,Červená Voda,Červená Voda,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
O2DSDN01,17.1794,50.0853,765,Dlouhé Stráně,"Dlouhé Stráně, Kouty nad Desnou",ASS,NA,SRA,NA,SCEa,NA,NA,NA,NA
O2DUBI01,16.9662,49.8269,282,Dubicko,Dubicko,AKS3,T,SRA,SCE,NA,SSV,NA,F,NA
O2HANU01,16.940556,50.0819,432,Hanušovice,Hanušovice,AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
O2HOSJ01,16.7703,49.8744,305,Hoštejn,Hoštejn,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
O2JEVI01,16.7269,49.6297,342,Jevíčko,Jevíčko,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
O2KRALTT,16.851393,50.204171,1369,Králický Sněžník,Králický Sněžník,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
O2LANS01,16.625,49.9028,362,Lanškroun,Lanškroun,AKS4,T,SRA,NA,NA,NA,NA,NA,NA
O2LOSI01,17.051365,50.038056,411,Velké Losiny,Velké Losiny,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
O2LUKA01,16.953333,49.652222,510,Luká,Luká,AMS1,T,SRA,SCE,NA,SSV,P,F,RGLB_D
O2MEHL01,17.037966,49.782412,268,Medlov,"Medlov, Hlivice",MKS,T,SRA,SCE,NA,SSV,P,F,NA
O2MIRO01,16.839447,49.796164,370,Mírov,"Mírov, Míroveček",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O2OLKL01,17.264465,49.608795,215,Olomouc,"Olomouc, Klášterní Hradisko",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O2OLOM01,17.2844,49.5758,210,Olomouc,"Olomouc, Holice",AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
O2OSKA01,17.134781,49.90482,360,Oskava,Oskava,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
O2PAPR01,16.988889,50.209444,1006,Staré Město pod Sněžníkem,"Staré Město pod Sněžníkem, Paprsek",AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
O2PASE01,17.2345,49.7776,271,Paseka,Paseka,AKS4,T,SRA,NA,NA,SSV,NA,NA,NA
O2SKLE01,16.8472,50.1278,730,Malá Morava,"Malá Morava, Sklené",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O2SLAM01,16.832833,50.151011,1100,Dolní Morava,"Dolní Morava, Slaměnka",AKS4,T,SRA,NA,NA,SSV,NA,F,NA
O2STEP01,17.22473,49.68115,225,Štěpánov,Štěpánov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O2STER01,17.2986,49.725,278,Šternberk,Šternberk,AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
O2STIT01,16.764343,49.956566,432,Štíty,Štíty,AKS4,T,SRA,NA,NA,NA,NA,NA,NA
O2STKU01,16.9419,50.1928,658,Staré Město pod Sněžníkem,"Staré Město pod Sněžníkem, Kunčice",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O2SUMP01,16.9675,49.9742,328,Šumperk,Šumperk,AKS1,T,SRA,SCE,NA,SSV,P,F,NA
O2TREB01,16.6969,49.8158,375,Třebařov,Třebařov,AKS2,T,SRA,SCE,NA,SSV,P,F,NA
O2UJEZ01,17.482222,49.575556,358,Velký Újezd,Velký Újezd,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3BECV01,18.2983,49.4311,565,Horní Bečva,Horní Bečva,AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
O3BENE01,18.294392,49.397036,855,Velké Karlovice,"Velké Karlovice, Benešky",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3HOST01,17.8683,49.3514,385,Hošťálková,Hošťálková,AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
O3HRAN01,17.701389,49.5525,247,Hranice,"Hranice, Drahotuše",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3HUSL01,18.1261,49.3,450,Huslenky,"Huslenky, Kychová",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3KATE01,17.873333,49.401111,585,Kateřinice,"Kateřinice, Ojičná",AKS,T,SRA,SCE,NA,SSV,NA,F,NA
O3KELC01,17.8281,49.4731,300,Kelč,Kelč,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3LIDE01,18.052524,49.20948,450,Lidečko,Lidečko,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3LIPN01,17.590556,49.521944,227,Lipník nad Bečvou,Lipník nad Bečvou,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3MARU01,17.8286,49.3653,664.1,Hošťálková,"Hošťálková, Maruška",AKS1,T,SRA,SCE,NA,SSV,P,F,NA
O3POTB01,17.6142,49.6238,545,Potštát,"Potštát, Boškov",AKS4,T,SRA,NA,NA,NA,NA,NA,NA
O3POTS01,17.6764,49.6417,565,Potštát,"Potštát, Kyžlířov",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3PRER01,17.458889,49.464444,210,Přerov,Přerov,AKS2,T,SRA,SCE,NA,SSV,P,F,NA
O3PUSTTT,18.279722,49.4917,1014,Pustevny,Pustevny,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
O3RAJN01,17.8139,49.4111,405,Rajnochovice,Rajnochovice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3ROZN01,18.138224,49.461251,375,Rožnov pod Radhoštěm,Rožnov pod Radhoštěm,AKS4,T,SRA,NA,NA,NA,NA,NA,NA
O3ROZV01,18.112788,49.462778,362,Rožnov pod Radhoštěm,Rožnov pod Radhoštěm,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3VABY01,18.106298,49.416432,458,Valašská Bystřice,Valašská Bystřice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3VALM01,17.9742,49.4636,334,Valašské Meziříčí,Valašské Meziříčí,AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
O3VASE01,18.126944,49.240278,615,Valašská Senice,Valašská Senice,AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
O3VEKA01,18.286944,49.359444,518,Velké Karlovice,Velké Karlovice,AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
O3VSET01,17.9961,49.3442,387,Vsetín,Vsetín,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
O3ZDEC01,18.0772,49.2639,491,Zděchov,Zděchov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
O3ZDECTT,18.0792,49.2444,730,Zděchov,Zděchov,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
O4BENE01,18.292204,49.396303,850,Velké Karlovice,"Velké Karlovice, Benešky",ASNS,T,SRA,NA,SCEa,NA,NA,NA,NA
O4KLEP01,17.133821,50.007192,700,Sobotín,"Sobotín, Klepáčov",ASNS,T,SRA,NA,SCEa,NA,NA,NA,NA
P1BERO01,14.0642,49.9711,265,Beroun,Beroun,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1DOBE01,14.2758,49.9333,205,Dobřichovice,Dobřichovice,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
P1HVOZ01,13.8719,49.7983,425,Hvozdec,"Hvozdec, Mrtník",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1CHRU01,14.1567,49.9964,255,Chrustenice,Loděnice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1JILS01,14.3319,49.9233,354,Jíloviště,Jíloviště,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1KAMY01,14.24637,49.63234,280,Kamýk nad Vltavou,Kamýk nad Vltavou,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1KOLE01,14.2378,50.1989,240,Koleč,Koleč,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1KRAL01,14.29,50.2419,220,Kralupy nad Vltavou,Kralupy nad Vltavou,AKS2,T,SRA,SCE,NA,NA,NA,F,NA
P1KRIV01,13.8808,50.0381,323,Křivoklát,Křivoklát,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1LANY01,13.9519,50.1242,415,Lány,Lány,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P1LITE01,14.1506,49.9033,320,Liteň,Liteň,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1MNIS01,14.2625,49.8694,367,Mníšek pod Brdy,Mníšek pod Brdy,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1NBEL01,14.2017,49.7067,465,Nečín,"Nečín, Bělohrad",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1NEUM01,14.0375,49.8542,322,Neumětely,Neumětely,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P1NSTR01,13.8942,50.1456,482,Nové Strašecí,Nové Strašecí,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1PBRE01,14.352689,50.080843,355,Praha,"Praha, Břevnov",ASS,NA,SRA,NA,NA,NA,NA,NA,NA
P1PCHO01,14.5,50.0294,297,Praha,"Praha, Chodov",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1PKAR01,14.427778,50.069167,260.5,Praha,"Praha, Karlov",AMS1,T,SRA,SCE,NA,SSV,P,F,RGLB_D
P1PKBE01,14.538056,50.123333,284.5,Praha,"Praha, Kbely",AMS,T,SRA,SCE,NA,SSV,P,F,NA
P1PKLE01,14.416923,50.086634,190.7,Praha,"Praha, Klementinum",AKS2,T,SRA,SCE,NA,SSV,P,F,NA
P1PKLM01,14.416436,50.086341,190.7,Praha,"Praha, Klementinum",MKS,T,NA,NA,NA,NA,NA,NA,NA
P1PKOM01,14.40636,49.9886,213,Praha,"Praha, Komořany",AKS4,T,SRA,SCE,NA,NA,NA,NA,NA
P1PLIB01,14.446944,50.007778,302.04,Praha,"Praha, Libuš",AMS1,T,SRA,SCE,NA,SSV,P,F,RGLB_D
P1PODL01,13.9806,49.6897,510,Podlesí,Podlesí,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1PRIB01,14.0225,49.6947,555,Příbram,Příbram,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P1PRUH01,14.5594,50.0075,312,Průhonice,Průhonice,AKS4,T,SRA,NA,NA,NA,NA,F,NA
P1PRUZ01,14.255556,50.100278,364,Praha,"Praha, Ruzyně",AMS,T,SRA,SCE,NA,SSV,P,F,NA
P1PSUC01,14.3906,50.1436,268,Praha,"Praha, Suchdol",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1PVIN01,14.46186,50.07584,280,Praha,"Praha, Vinohrady - Flora",AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
P1PZKO01,14.3178,50.0072,330,Praha,"Praha, Zadní Kopanina",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1RPET01,13.9369,49.8272,360,Rpety,Rpety,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1SLAN01,14.0903,50.2369,307,Slaný,Slaný,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
P1UVAL01,14.7111,50.0772,260,Úvaly,Úvaly,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1VOZN01,14.2128,49.8192,385,Voznice,Voznice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1ZBEC01,13.935,50.0614,262,Zbečno,Zbečno,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1ZDIC01,13.9714,49.9108,305,Zdice,Zdice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P1ZLON01,14.0886,50.2847,231,Zlonice,Zlonice,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
P2BAKO01,14.9394,50.4806,220,Bakov nad Jizerou,Bakov nad Jizerou,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2BAST01,14.4622,50.205,230,Bašť,"Bašť, Baštěk",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2BENE01,15.5499,50.6713,780,Benecko,Benecko,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2BNLO01,15.158215,50.81445,780,Bedřichov,"Bedřichov, Nová louka",AKS4,T,SRA,SCE,NA,NA,NA,NA,NA
P2BOSE01,15.0408,50.5194,390,Boseň,"Boseň, Mužský",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2BRAN01,14.6606,50.1897,179,Brandýs nad Labem-St.B,Brandýs nad Labem-St.B,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P2BROD01,14.8661,50.3347,220,Brodce,Brodce,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2CDUB01,14.9817,50.6836,355,Český Dub,"Český Dub, Modlibohov",AKS4,T,SRA,SCE,SCEa,NA,NA,F,NA
P2DBOU01,15.141737,50.437897,244,Dolní Bousov,Dolní Bousov,AKS3,T,SRA,SCE,NA,NA,NA,NA,NA
P2DESN01,15.3197,50.7894,772,Desná,"Desná, Souš",AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P2DVOR01,15.514525,50.748172,1115,Dvoračky,Dvoračky,AKS4,T,SRA,SCE,SCEa,NA,NA,NA,NA
P2HARR01,15.42,50.781667,675,Harrachov,Harrachov,AKS1,T,SRA,SCE,SCEa,SSV,NA,F,NA
P2HOLE01,15.3022,50.5303,432,Holenice,Holenice,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P2CHOT01,14.810102,50.337419,260,Chotětov,Chotětov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2JDUL01,15.228611,50.778056,623,Josefův Důl,Josefův Důl,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2JILE01,15.5125,50.6014,462,Jilemnice,Jilemnice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2JIVI01,14.9492,50.5539,308,Jivina,Jivina,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2KATU01,14.7778,50.4444,312,Katusice,Katusice,AKS2,T,SRA,SCE,NA,SSV,NA,F,NA
P2KORE01,15.34444,50.82001,858,Kořenov,"Kořenov, Jizerka",AKS4,T,SRA,SCE,NA,SSV,NA,F,NA
P2KOSA01,14.7046,50.3255,210,Kropáčova Vrutice,"Kropáčova Vrutice, Střížovice",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2KOST01,14.9614,50.1703,185,Kostomlaty nad Labem,Kostomlaty nad Labem,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2LOMN01,15.38,50.5383,485,Lomnice nad Popelkou,Lomnice nad Popelkou,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2MLBO01,14.91405,50.42267,221,Mladá Boleslav,Mladá Boleslav,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2MRZK01,14.8075,50.044444,260,Mrzky,Mrzky,AKS4,T,SRA,SCE,NA,SSV,NA,F,NA
P2MSEN01,14.63399,50.44061,340,Mšeno,Mšeno,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2NPAK01,15.5136,50.49,450,Nová Paka,Nová Paka,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2NVES01,14.7322,50.1764,170,Káraný,Káraný,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
P2ROKY01,15.4229,50.7319,525,Rokytnice nad Jizerou,"Rokytnice nad Jizerou, Vilémov",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2ROPR01,15.4142,50.6514,550,Roprachtice,Roprachtice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2SEMC01,15.0036,50.3671,234,Semčice,Semčice,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P2SEMI01,15.3153,50.6133,370,Semily,Semily,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2SMRZ01,15.2511,50.7294,550,Smržovka,Smržovka,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2STUD01,15.55,50.5528,532,Studenec,Studenec,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
P2TUHA01,14.5206,50.2953,160,Tuhaň,Tuhaň,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P2TURN01,15.154444,50.589722,253,Turnov,Turnov,AKS4,T,SRA,NA,NA,SSV,NA,F,NA
P2VSEL01,14.950609,50.648954,392,Všelibice,Všelibice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2VYSK01,15.408523,50.682981,695,Vysoké nad Jizerou,Vysoké nad Jizerou,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P2ZBRO01,15.2517,50.6408,290,Železný Brod,Železný Brod,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3BENS01,14.69668,49.78862,343,Benešov,Benešov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3BOHD01,15.2239,49.7786,460,Bohdaneč,Bohdaneč,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3BOZE01,15.1528,49.3608,611,Božejov,Božejov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3DCHV01,15.0656,49.9833,290,Dolní Chvatliny,Dolní Chvatliny,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3DKRA01,15.1597,49.6625,420,Dolní Kralovice,"Dolní Kralovice, Střítež",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3HABR01,15.4869,49.7519,467,Habry,Habry,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3HAVL01,15.5797,49.6119,452,Havlíčkův Brod,Havlíčkův Brod,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P3HULI01,15.086667,49.721111,378,Hulice,Hulice,AKS4,T,SRA,NA,NA,SSV,NA,F,NA
P3HUMP01,15.35278,49.54694,515,Humpolec,Humpolec,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3HUMP02,15.35333,49.53528,540,Humpolec,Humpolec,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
P3JABL01,14.4519,49.7808,330,Jablonná,Jablonná,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3JILO01,14.4681,49.8994,350,Jílové u Prahy,Jílové u Prahy,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3KOSE01,15.080556,49.573611,532.29,Košetice,"Košetice, Křešín, Kramolín",AMS1,T,SRA,SCE,NA,SSV,P,F,RGLB_D
P3KOST01,14.8356,50.0044,360,Kostelec n. Černými Lesy,Kostelec n. Černými Lesy,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3KOZM01,14.7942,49.8264,500,Kozmice,Kozmice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3LEDS01,15.284048,49.698597,408,Ledeč nad Sázavou,Ledeč nad Sázavou,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3MLVO01,14.8083,49.5375,445,Mladá Vožice,Mladá Vožice,ASS,NA,SRA,NA,NA,NA,NA,NA,NA
P3NACE01,14.9086,49.6044,502,Načeradec,Načeradec,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3NETV01,14.521178,49.818411,368,Netvořice,Netvořice,AKS4,T,SRA,SCE,NA,SSV,NA,F,NA
P3NIZK01,15.8067,49.5325,526,Nížkov,Nížkov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3NRUD01,14.4403,49.6317,348,Nedrahovice,"Nedrahovice, Rudolec",AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P3NRYC01,15.365,49.3858,624,Nový Rychnov,Nový Rychnov,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P3ONDR01,14.7847,49.9072,485,Ondřejov,Ondřejov,AKS1,T,SRA,SCE,NA,SSV,NA,F,NA
P3PACO01,15.023611,49.463611,494,Pacov,Pacov,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3PELH01,15.2344,49.4336,520,Pelhřimov,Pelhřimov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3POLN01,15.7061,49.4864,480,Polná,Polná,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3POST01,14.7833,49.7306,421,Postupice,Postupice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3PRIB01,15.7625,49.582778,532.5,Přibyslav,"Přibyslav, Hřiště",AMS1,T,SRA,SCE,NA,SSV,P,F,NA
P3PSAR01,14.9678,49.7536,475,Psáře,Psáře,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3REND01,15.08814,49.76873,444,Řendějov,"Řendějov, Nový Samechov",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3RICA01,14.6717,50.0003,385,Říčany,Říčany,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3SAZA01,14.901245,49.876432,350,Sázava,Sázava,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3SIMA01,15.4486,49.4614,630,Šimanov,Šimanov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3STAN01,15.0678,49.9028,415,Vavřinec,"Vavřinec, Žíšov",AKS2,T,SRA,SCE,NA,NA,NA,F,NA
P3STOK01,15.5875,49.4983,530,Štoky,Štoky,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3STOK02,15.590556,49.501389,520,Štoky,Štoky,MSS,NA,SRA,NA,NA,NA,NA,NA,NA
P3STRE01,14.6181,49.5381,588,Střezimíř,Střezimíř,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3SVET01,15.4075,49.6728,410,Světlá nad Sázavou,Světlá nad Sázavou,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3VELI01,14.8233,49.6664,451,Veliš,Veliš,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3VLAS01,14.894722,49.691944,415,Vlašim,Vlašim,AKS4,T,SRA,SCE,SCEa,SSV,NA,F,NA
P3VOTI01,14.6333,49.6433,450,Votice,Votice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3ZAHR01,14.5886,49.7325,358,Maršovice,"Maršovice, Zahrádka",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
P3ZDAR01,15.9364,49.5978,605,Žďár nad Sázavou,"Žďár nad Sázavou, Stržanov",ASS,NA,SRA,NA,NA,NA,NA,NA,NA
P4BHRE01,15.162778,50.835,825,Bedřichov,"Bedřichov, Hřebínek",ASS,NA,NA,SCE,NA,NA,NA,NA,NA
P4BKRS01,15.18133,50.81484,805,Bedřichov,"Bedřichov, Kristiánov",ASS,NA,NA,SCE,NA,NA,NA,NA,NA
P4BUPO01,15.193579,50.828693,875,Bedřichov,"Bedřichov, U Podkovy",ASS,NA,NA,SCE,NA,NA,NA,NA,NA
P4HKAS01,15.276634,50.825752,912,Hejnice,"Hejnice, Kasárenská",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P4JABL01,15.438379,50.695027,439,Jablonec nad Jizerou,Jablonec nad Jizerou,ASNS,T,NA,SCE,SCEa,NA,NA,NA,NA
P4JDRO01,15.22405,50.82287,993,Josefův Důl,"Josefův Důl, Rozmezí",ASNS,T,NA,SCE,SCEa,NA,NA,NA,NA
P4KJEZ01,15.29299,50.80763,775,Kořenov,"Kořenov, Jezdecká",ASS,T,SRA,SCE,NA,NA,NA,NA,NA
P4KJIC01,15.304489,50.840495,920,Kořenov,"Kořenov, Jizerská cesta",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P4KKUR01,15.282713,50.831339,880,Kořenov,"Kořenov, Kůrovec",ASS,NA,NA,SCE,NA,NA,NA,NA,NA
P4KLAS01,15.35118,50.832423,945,Kořenov,"Kořenov, Lasičí",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
P4KOZA01,15.263056,50.594444,744,Kozákov,Kozákov,ASNS,T,NA,SCE,SCEa,NA,NA,NA,NA
P4POLA01,14.844278,49.455925,680,Chotčiny,"Chotčiny, Polánka",ASNS,T,NA,SCE,SCEa,NA,NA,NA,NA
U1BILI01,13.775657,50.539526,270,Bílina,Bílina,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1BOLR01,13.415082,50.537395,600,Boleboř,Boleboř,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1BOURTT,13.70631,50.68494,860,Bouřňák,Bouřňák,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
U1CEJI01,13.58558,50.68706,740,Český Jiřetín,"Český Jiřetín, Fláje",MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1CITO01,13.8164,50.3361,235,Cítoliby,Cítoliby,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1DLAZ01,13.95222,50.47,278,Dlažkovice,Dlažkovice,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1DOKS01,14.17,50.45889,158,Doksany,Doksany,AMS1,T,SRA,SCE,NA,SSV,P,F,RGLB_D
U1DUBI01,13.80214,50.68056,402,Dubí,Dubí,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1HORB01,14.465,50.3422,158,Hořín,Hořín,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1HRIV01,13.732,50.292153,270,Hřivice,Hřivice,ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1HROB01,13.71953,50.654,360,Hrob,"Hrob, Křižanov",ASS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1CHOM01,13.39711,50.46225,362,Chomutov,Chomutov,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1JILO01,14.10183,50.76642,310,Jílové,Jílové,MSS,NA,SRA,SCE,NA,NA,NA,NA,NA
U1KATU01,13.32806,50.37667,322.4,Tušimice,Tušimice,AMS1,T,SRA,SCE,NA,SSV,P,F,RGLB_D
